安徽频道,#genre#
CCTV12,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/cctv12hd8m/index.m3u8
CCTV13,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/cctv13xwhd8m/index.m3u8
CCTV14,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/cctvsehd8m/index.m3u8
CCTV15,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/cctvyysd4mc/index.m3u8
CCTV16,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/cctv16hd8m/index.m3u8
CCTV17,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/cctv17hd4mc/index.m3u8
CGTN记录,https://english-livetx.cgtn.com/hls/yypdjlctzb_hd.m3u8
CCTV4,http://120.210.193.151:8006/120000000058/G_CCTV-4K-HD/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011524&livemode=1&stbId=m
中国天气,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/zgqxhd4mc/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011524&livemode=1&stbId=m
东方财经,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/dfcjhd8m/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011524&livemode=1&stbId=m
卫视,#genre#
北京卫视,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/bjwshd8m/index.m3u8
东方卫视,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/dfwshd8m/index.m3u8
天津卫视,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/tjwshd8m/index.m3u8
重庆卫视,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/cqws8m/index.m3u8
湖南卫视,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/hunanwshd8m/index.m3u8
浙江卫视,http://ali-xwl.cztv.com/live/channel4k2160p.m3u8
浙江卫视,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/zjwshd8m/index.m3u8
江苏卫视,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/jswshd8m/index.m3u8
广东卫视,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/gdwshd8m/index.m3u8
山东卫视,http://120.210.193.151:8006/120000001002/XMTsdwshd/index.m3u8
河北卫视,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/hbws/index.m3u8
河南卫视,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/hnwshd8m/index.m3u8
黑龙江卫视,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/hljwshd8m/index.m3u8
吉林卫视,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/jlwshd8m/index.m3u8
辽宁卫视,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/lnwshd8m/index.m3u8
内蒙古卫视,http://120.210.193.151:8006/120000000058/G_NEIMENGGU/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011524&livemode=1&stbId=m
广西卫视,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/gxwshd8m/index.m3u8
湖北卫视,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/hubeiws8m/index.m3u8
深圳卫视,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/szwshd8m/index.m3u8
山西卫视,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/shanxiws/index.m3u8
江西卫视,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/jxws8m/index.m3u8
四川卫视,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/scwshd/index.m3u8
贵州卫视,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/gzwshd8m/index.m3u8
云南卫视,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/ynwshd8m/index.m3u8
甘肃卫视,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/gswssd4m/index.m3u8
海南卫视,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/hainanwshd8m/index.m3u8
新疆卫视,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/xjwssd4m/index.m3u8
青海卫视,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/qhwssd4m/index.m3u8
西藏卫视,http://120.210.193.151:8006/120000000058/G_XIZANG/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011524&livemode=1&stbId=m
宁夏卫视,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/nxwssd4m/index.m3u8
兵团卫视,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/btwssd4m/index.m3u8
陕西卫视,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/sxwssd4m/index.m3u8
三沙卫视,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/sswshd8m/index.m3u8
东南卫视,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/dnwshd8m/index.m3u8
凤凰中文,http://zmgd.zyrnet.com:8888/hls/110/index.m3u8
凤凰中文,http://ccav.zone.id/php/fh.php?id=2
凤凰资讯,http://ccav.zone.id/php/fh.php?id=1
凤凰香港,http://ccav.zone.id/php/fh.php?id=3
香港卫视,http://webcast.hkstv.tv/livestream/mutfysrq/playlist.m3u8
南国都市4K,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=550af55c0ea34ce492748481415b6dfa&txTime=1903e7b17de
苏州4K,https://tylive.kan0512.com/norecord/csztv4k_4k.m3u8
体育动画,#genre#
动物世界,https://wildearth-plex.amagi.tv/master.m3u8
CETV1,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/zgjy1thd/index.m3u8
CETV2,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/cetv2hd4mc/index.m3u8
CETV4,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/zgjy4hd8m/index.m3u8
山东教育卫视,http://120.210.193.151:8006/120000000058/G_SDETV/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011524&livemode=1&stbId=m
金色学堂,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/jingsepd8m/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011524&livemode=1&stbId=m
超级综艺,http://120.210.193.151:8006/120000000058/GITV-AH-2/GITV-AH-2.m3u8
诗词歌赋,http://120.210.193.151:8006/120000000058/GITV-AH-26/GITV-AH-26.m3u8
金鹰卡通,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/jykt/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011524&livemode=1&stbId=m
卡酷少儿,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/kkse8m/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011524&livemode=1&stbId=m
哈哈炫动,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/hhxd8m/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011524&livemode=1&stbId=m
嘉佳卡通,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/jjkt2d5m/index.m3u8
动漫秀场,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/dmxc8m/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011524&livemode=1&stbId=m
优漫卡通,http://120.210.193.151:8006/120000000058/G_YOUMAN/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011524&livemode=1&stbId=m
睛彩篮球,http://120.210.193.151:8006/000000001001/3000000020000011529/3000000020000011529.m3u8
睛彩竞技,http://120.210.193.151:8006/000000001001/3000000020000011528/3000000020000011528.m3u8
睛彩青少,http://120.210.193.151:8006/000000001001/3000000020000031315/3000000020000031315.m3u8
超级体育,http://120.210.193.151:8006/120000000058/GITV-AH-1/GITV-AH-1.m3u8
精彩赛事,http://120.210.193.151:8006/120000000058/GITV-AH-4/GITV-AH-4.m3u8
精品体育,http://120.210.193.151:8006/120000000058/GITV-AH-7/GITV-AH-7.m3u8
游戏风云,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/yxfy8m/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011524&livemode=1&stbId=m
数字频道,#genre#
快乐垂钓,http://120.210.193.151:8006/120000001002/XMTklcd/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011524&livemode=1&stbId=m
梨园频道,http://120.210.193.151:8006/120000001002/XMTliyuan/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011524&livemode=1&stbId=m
文物宝库,http://120.210.193.151:8006/120000001002/XMTwenwu/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011524&livemode=1&stbId=m
武术世界,http://120.210.193.151:8006/120000001002/XMTwushu/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011524&livemode=1&stbId=m
都市剧场,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/dsjc8m/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011524&livemode=1&stbId=m
法治天地,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/fztd8m/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011524&livemode=1&stbId=m
生活时尚,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/shss8m/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011524&livemode=1&stbId=m
CHC家庭影院,http://120.210.193.151:8006/120000001002/XMTjtyy/1.m3u8?channel-id=FifastbLive&Contentid=3000000020000011524&livemode=1&stbId=m
CHC影迷电影,http://120.210.193.151:8006/120000001002/XMTgqdy/1.m3u8?channel-id=FifastbLive&Contentid=3000000020000011524&livemode=1&stbId=m
CHC动作电影,http://120.210.193.151:8006/120000001002/XMTdzdy/1.m3u8
CCTV-电视指南,http://120.210.193.151:8006/120000001002/XMTdszn/1.m3u8?channel-id=FifastbLive&Contentid=3000000020000011524&livemode=1&stbId=m
CCTV央视文化精品,http://120.210.193.151:8006/120000001002/XMTysjp/1.m3u8
CCTV女性时尚,http://120.210.193.151:8006/120000001002/XMTnxss/1.m3u8
CCTV兵器科技,http://120.210.193.151:8006/120000001002/XMTbqsd/1.m3u8
CCTV风云足球,http://120.210.193.151:8006/120000001002/XMTfyzq/1.m3u8
CCTV高尔夫网球,http://120.210.193.151:8006/120000001002/XMTgolf/1.m3u8
CCTV央视台球,http://120.210.193.151:8006/120000001002/XMTystq/1.m3u8
CCTV世界地理,http://120.210.193.151:8006/120000001002/XMTsjdl/1.m3u8
CCTV风云剧场,http://120.210.193.151:8006/120000001002/XMTfyjc/1.m3u8
CCTV第一剧场,http://120.210.193.151:8006/120000001002/XMTdyjc/1.m3u8
CCTV风云音乐,http://120.210.193.151:8006/120000001002/XMTfyyy/1.m3u8
NewTV超级体育,http://120.210.193.151:8006/120000000058/GITV-AH-1/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011524&livemode=1&stbId=m
NewTV超级综艺,http://120.210.193.151:8006/120000000058/GITV-AH-2/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011524&livemode=1&stbId=m
NewTV精彩赛事,http://120.210.193.151:8006/120000000058/GITV-AH-4/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011524&livemode=1&stbId=m
NewTV农业致富,http://120.210.193.151:8006/120000000058/GITV-AH-5/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011524&livemode=1&stbId=m
NewTV怡伴健康,http://120.210.193.151:8006/120000000058/GITV-AH-6/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011524&livemode=1&stbId=m
NewTV精品体育,http://120.210.193.151:8006/120000000058/GITV-AH-7/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011524&livemode=1&stbId=m
NewTV精品纪录,http://120.210.193.151:8006/120000000058/GITV-AH-8/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011524&livemode=1&stbId=m
NewTV精彩影院,http://120.210.193.151:8006/120000000058/GITV-AH-10/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011524&livemode=1&stbId=m
NewTV超级电影,http://120.210.193.151:8006/120000000058/GITV-AH-12/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011524&livemode=1&stbId=m
NewTV热播精选,http://120.210.193.151:8006/120000000058/GITV-AH-15/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011524&livemode=1&stbId=m
NewTV金牌综艺,http://120.210.193.151:8006/120000000058/GITV-AH-19/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011524&livemode=1&stbId=m
NewTV精品综合,http://120.210.193.151:8006/120000000058/GITV-AH-20/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011524&livemode=1&stbId=m
NewTV少儿动漫,http://120.210.193.151:8006/120000000058/GITV-AH-23/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011524&livemode=1&stbId=m
NewTV历史解密,http://120.210.193.151:8006/120000000058/GITV-AH-24/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011524&livemode=1&stbId=m
NewTV舌尖美食,http://120.210.193.151:8006/120000000058/GITV-AH-25/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011524&livemode=1&stbId=m
NewTV诗词歌赋,http://120.210.193.151:8006/120000000058/GITV-AH-26/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011524&livemode=1&stbId=m
NewTV自然纪实,http://120.210.193.151:8006/120000000058/GITV-AH-27/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011524&livemode=1&stbId=m
NewTV名人传记,http://120.210.193.151:8006/120000000058/GITV-AH-28/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011524&livemode=1&stbId=m
NewTV旅行记录,http://120.210.193.151:8006/120000000058/GITV-AH-29/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011524&livemode=1&stbId=m
安徽地方频道,#genre#
合肥新闻,http://120.210.193.151:8006/120000001002/XMThfxw/1.m3u8
芜湖新闻,http://120.210.193.151:8006/120000001002/XMTwhxw/1.m3u8
芜湖县新闻,http://120.210.193.151:8006/120000001002/XMTwhxxw/1.m3u8
芜湖公共,http://120.210.193.151:8006/120000001002/XMTwhgg/1.m3u8
淮南新闻,http://120.210.193.151:8006/120000001002/XMThnxw/1.m3u8
阜阳新闻,http://120.210.193.151:8006/120000001002/XMTfyxw/1.m3u8
阜阳生活,http://120.210.193.151:8006/120000001002/XMTfygg/1.m3u8
滁州新闻,http://120.210.193.151:8006/120000001002/XMTchzxw/1.m3u8
滁州科教,http://120.210.193.151:8006/120000001002/XMTczkg/1.m3u8
界首新闻,http://120.210.193.151:8006/120000001002/XMTjsxw/1.m3u8
阜南新闻,http://120.210.193.151:8006/120000001002/XMTfnxw/1.m3u8
临泉新闻,http://120.210.193.151:8006/120000001002/XMTlqxw/1.m3u8
寿县综合,http://120.210.193.151:8006/120000001002/XMTshouxzh/1.m3u8
六安新闻,http://120.210.193.151:8006/120000001002/XMTlaxw/1.m3u8
六安社会生活,http://120.210.193.151:8006/120000001002/XMTlashsh/1.m3u8
霍山综合,http://120.210.193.151:8006/120000001002/XMThszh/1.m3u8
金寨新闻,http://120.210.193.151:8006/120000001002/XMTjzxw/1.m3u8
宣城新闻,http://120.210.193.151:8006/120000001002/XMTxcxw/1.m3u8
池州新闻,http://120.210.193.151:8006/120000001002/XMTczxw/1.m3u8
繁昌新闻综合,http://120.210.193.151:8006/120000001002/XMTfcxw/1.m3u8
南陵新闻综合,http://120.210.193.151:8006/120000001002/XMTnlxw/1.m3u8
无为综合,http://120.210.193.151:8006/120000001002/XMTwwxw/1.m3u8
蚌埠新闻,http://120.210.193.151:8006/120000001002/XMTbbxw/1.m3u8
蚌埠生活,http://120.210.193.151:8006/120000001002/XMTbbsh/1.m3u8
怀远综合,http://120.210.193.151:8006/120000001002/XMThyxw/1.m3u8
五河新闻综合,http://120.210.193.151:8006/120000001002/XMTwuhxw/1.m3u8
固镇综合,http://120.210.193.151:8006/120000001002/XMTgzxw/1.m3u8
马鞍山科教生活,http://120.210.193.151:8006/120000001002/XMTmasgg/1.m3u8
马鞍山新闻综合,http://120.210.193.151:8006/120000001002/XMTmasxw/1.m3u8
淮北新闻综合,http://120.210.193.151:8006/120000001002/XMThbxw/1.m3u8
淮北经济生活,http://120.210.193.151:8006/120000001002/XMThbjjsh/1.m3u8
濉溪综合频道,http://120.210.193.151:8006/120000001002/XMTsxzh/1.m3u8
安庆新闻综合,http://120.210.193.151:8006/120000001002/XMTaqxw/1.m3u8
安庆经济生活,http://120.210.193.151:8006/120000001002/XMTaqjjsh/1.m3u8
潜山综合,http://120.210.193.151:8006/120000001002/XMTqszh/1.m3u8
桐城综合,http://120.210.193.151:8006/120000001002/XMTtcxw/1.m3u8
太湖新闻综合,http://120.210.193.151:8006/120000001002/XMTthxw/1.m3u8
铜陵新闻综合,http://120.210.193.151:8006/120000001002/XMTtlxw/1.m3u8
义安新闻综合,http://120.210.193.151:8006/120000001002/XMTyaxw/1.m3u8
黄山新闻综合,http://120.210.193.151:8006/120000001002/XMThsxw/1.m3u8
歙县综合,http://120.210.193.151:8006/120000001002/XMTshxzh/1.m3u8
休宁新闻综合,http://120.210.193.151:8006/120000001002/XMTxnxw/1.m3u8
祁门综合频道,http://120.210.193.151:8006/120000001002/XMTqmxw/1.m3u8
黟县新闻综合,http://120.210.193.151:8006/120000001002/XMTyixxw/1.m3u8
宿州新闻综合,http://120.210.193.151:8006/120000001002/XMTszxw/1.m3u8
宿州科教生活,http://120.210.193.151:8006/120000001002/XMTszkj/1.m3u8
灵璧新闻综合,http://120.210.193.151:8006/120000001002/XMTlbxw/1.m3u8
泗县新闻频道,http://120.210.193.151:8006/120000001002/XMTsxxw/1.m3u8
霍邱新闻综合,http://120.210.193.151:8006/120000001002/XMThqxw/1.m3u8
亳州农村频道,http://120.210.193.151:8006/120000001002/XMTbznc/1.m3u8
亳州综合频道,http://120.210.193.151:8006/120000001002/XMTbzxw/1.m3u8
利辛新闻综合,http://120.210.193.151:8006/120000001002/XMTlxzh/1.m3u8
涡阳新闻综合,http://120.210.193.151:8006/120000001002/XMTgyxw/1.m3u8
蒙城新闻,http://120.210.193.151:8006/120000001002/XMTmcxw/1.m3u8
广德新闻综合,http://120.210.193.151:8006/120000001002/XMTgdxw/1.m3u8
郎溪新闻综合,http://120.210.193.151:8006/120000001002/XMTlxxw/1.m3u8

