安徽频道,#genre#
海峡卫视,https://t.freetv.fun/live/hai-xia-wei-shi-1.m3u8
海峡卫视,http://php.jdshipin.com:8880/TVOD/iptv.php?id=hxws
凤凰中文,http://120.198.95.220:9901/tsfile/live/1037_1.m3u8?key=txiptv
凤凰资讯,http://120.198.95.220:9901/tsfile/live/1036_1.m3u8?key=txiptv
凤凰资讯,http://rihou.cc:555/tv/[Pd]凤凰资讯
凤凰香港,http://rihou.cc:555/tv/[Pd]凤凰香港
澳视澳门,http://rihou.cc:555/tv/[Pd]澳视澳门
澳视卫星,http://rihou.cc:555/tv/[Pd]澳视卫星
凤凰中文,http://r.jdshipin.com/cCCzW
凤凰香港,http://r.jdshipin.com/yDoTN
澳视澳门,http://r.jdshipin.com/n2YZI
澳视卫星,http://r.jdshipin.com/QFhCq
凤凰中文,http://cdn6.163189.xyz/163189/fhzw
凤凰资讯,http://cdn6.163189.xyz/163189/fhzx
凤凰香港,http://cdn6.163189.xyz/163189/fhhk
香港卫视,http://webcast.hkstv.tv/livestream/mutfysrq/playlist.m3u8
澳视澳门,https://cdn6.163189.xyz/163189/asam
澳视澳门,http://r.jdshipin.com/n2YZI
音乐,#genre#
蹦迪,https://live.chinacert.cftest5.cn/huya/20432232
蹦迪2,https://live.chinacert.cftest5.cn/huya/20432225
爱吃桃子的猫,https://live.chinacert.cftest5.cn/huya/18501378
小舞点歌台,https://live.chinacert.cftest5.cn/huya/15590571
24小时听音乐,https://live.chinacert.cftest5.cn/huya/30483433
糖豆豆听歌,https://live.chinacert.cftest5.cn/huya/25261191
蹦迪,https://live.ottiptv.cc/huya/20432232
蹦迪2,https://live.ottiptv.cc/huya/20432225
爱吃桃子的猫,https://live.ottiptv.cc/huya/18501378
小舞点歌台,https://live.ottiptv.cc/huya/15590571
24小时听音乐,https://live.ottiptv.cc/huya/30483433
糖豆豆听歌,https://live.ottiptv.cc/huya/25261191

音乐台长,https://www.goodiptv.club/douyu/9629943
  秋月剪水,https://www.goodiptv.club/douyu/9588891
周杰伦颜老师,http://www.goodiptv.club/douyu/7537296
张元英,https://www.goodiptv.club/huya/30765308
竹叶的熊猫,https://www.goodiptv.club/douyu/3870925
美兮超可爱的,https://www.goodiptv.club/douyu/20415
掌上Club,https://www.goodiptv.club/douyu/1770806
7师傅,http://www.goodiptv.club/douyu/17732
爱爱小s,https://www.goodiptv.club/douyu/10308312
女团社颜老师,http://www.goodiptv.club/douyu/11327316
 彼岸心属MADEIN伊藤美优,http://www.goodiptv.club/douyu/40471
小姐姐Bie跑哦,http://www.goodiptv.club/douyu/8666258
柳青瑶本尊,https://www.goodiptv.club/douyu/2281324
 王俊凯的资源组,https://www.goodiptv.club/douyu/8862216
TV 音乐,https://ptvlive.kordia.net.nz/out/v1/3fc2254c865a457c8d7fbbce227a2aae/index.m3u8
M2o 音乐,https://streamcdnb2-4c4b867c89244861ac216426883d1ad0.msvdn.net:443/live/S62628868/uhdWBlkC1AoO/chunklist_b2428000.m3u8
📎解说电影📎,#genre#
小丑讲电影,https://live.ottiptv.cc/huya/16857432
越哥说电影,https://live.ottiptv.cc/huya/15894162
熊妹撩电影,https://live.ottiptv.cc/huya/15966357
吾聊电影,https://live.ottiptv.cc/huya/16424416
小川侃电影,https://live.ottiptv.cc/huya/15870999
鱼丸说电影,https://live.ottiptv.cc/huya/16615910
楚门聊电影,https://live.ottiptv.cc/huya/16507906
扁豆看电影2,https://live.ottiptv.cc/huya/21059623
涵哥评电影,https://live.ottiptv.cc/huya/16865726
青年电影馆,https://live.ottiptv.cc/huya/21388479
酱婶儿电影,https://live.ottiptv.cc/huya/24396474
亮哥讲电影2,https://live.ottiptv.cc/huya/21059622
大墨电影,https://live.ottiptv.cc/huya/29458834
越哥说电影2,https://live.ottiptv.cc/huya/29982680
爆裂电影2,https://live.ottiptv.cc/huya/29982678
泡菜电影,https://live.ottiptv.cc/huya/25105448
老巴电影,https://live.ottiptv.cc/huya/29340502
鹏友说电影,https://live.ottiptv.cc/huya/29340612
小丑电影,https://live.ottiptv.cc/huya/29869799
莱德电影,https://live.ottiptv.cc/huya/25105529
安徽地方频道,#genre#
合肥新闻,http://120.210.193.151:8006/120000001002/XMThfxw/1.m3u8
芜湖新闻,http://120.210.193.151:8006/120000001002/XMTwhxw/1.m3u8
芜湖县新闻,http://120.210.193.151:8006/120000001002/XMTwhxxw/1.m3u8
芜湖公共,http://120.210.193.151:8006/120000001002/XMTwhgg/1.m3u8
淮南新闻,http://120.210.193.151:8006/120000001002/XMThnxw/1.m3u8
淮南民生,http://120.210.193.151:8006/120000001002/XMThnms/1.m3u8
屯溪融媒,http://120.210.193.151:8006/120000001002/XMTtxrm/1.m3u8
阜阳新闻,http://120.210.193.151:8006/120000001002/XMTfyxw/1.m3u8
阜阳生活,http://120.210.193.151:8006/120000001002/XMTfygg/1.m3u8
阜阳教育,http://120.210.193.151:8006/120000001002/XMTfyjy/1.m3u8
阜阳都市文艺,http://120.210.193.151:8006/120000001002/XMTfyds/1.m3u8
滁州新闻,http://120.210.193.151:8006/120000001002/XMTchzxw/1.m3u8
滁州科教,http://120.210.193.151:8006/120000001002/XMTczkg/1.m3u8
滁州公共,http://120.210.193.151:8006/120000001002/XMTczgg/1.m3u8
界首新闻,http://120.210.193.151:8006/120000001002/XMTjsxw/1.m3u8
阜南新闻,http://120.210.193.151:8006/120000001002/XMTfnxw/1.m3u8
临泉新闻,http://120.210.193.151:8006/120000001002/XMTlqxw/1.m3u8
寿县综合,http://120.210.193.151:8006/120000001002/XMTshouxzh/1.m3u8
六安新闻,http://120.210.193.151:8006/120000001002/XMTlaxw/1.m3u8
六安社会生活,http://120.210.193.151:8006/120000001002/XMTlashsh/1.m3u8
霍山综合,http://120.210.193.151:8006/120000001002/XMThszh/1.m3u8
金寨新闻,http://120.210.193.151:8006/120000001002/XMTjzxw/1.m3u8
宣城新闻,http://120.210.193.151:8006/120000001002/XMTxcxw/1.m3u8
池州新闻,http://120.210.193.151:8006/120000001002/XMTczxw/1.m3u8
繁昌新闻综合,http://120.210.193.151:8006/120000001002/XMTfcxw/1.m3u8
南陵新闻综合,http://120.210.193.151:8006/120000001002/XMTnlxw/1.m3u8
无为综合,http://120.210.193.151:8006/120000001002/XMTwwxw/1.m3u8
蚌埠新闻,http://120.210.193.151:8006/120000001002/XMTbbxw/1.m3u8
蚌埠生活,http://120.210.193.151:8006/120000001002/XMTbbsh/1.m3u8
怀远综合,http://120.210.193.151:8006/120000001002/XMThyxw/1.m3u8
五河新闻综合,http://120.210.193.151:8006/120000001002/XMTwuhxw/1.m3u8
固镇综合,http://120.210.193.151:8006/120000001002/XMTgzxw/1.m3u8
马鞍山科教生活,http://120.210.193.151:8006/120000001002/XMTmasgg/1.m3u8
马鞍山新闻综合,http://120.210.193.151:8006/120000001002/XMTmasxw/1.m3u8
淮北新闻综合,http://120.210.193.151:8006/120000001002/XMThbxw/1.m3u8
淮北经济生活,http://120.210.193.151:8006/120000001002/XMThbjjsh/1.m3u8
濉溪综合频道,http://120.210.193.151:8006/120000001002/XMTsxzh/1.m3u8
安庆新闻综合,http://120.210.193.151:8006/120000001002/XMTaqxw/1.m3u8
安庆经济生活,http://120.210.193.151:8006/120000001002/XMTaqjjsh/1.m3u8
岳西新闻综合,http://120.210.193.151:8006/120000001002/XMTyxxw/1.m3u8
潜山综合,http://120.210.193.151:8006/120000001002/XMTqszh/1.m3u8
桐城综合,http://120.210.193.151:8006/120000001002/XMTtcxw/1.m3u8
太湖新闻综合,http://120.210.193.151:8006/120000001002/XMTthxw/1.m3u8
铜陵新闻综合,http://120.210.193.151:8006/120000001002/XMTtlxw/1.m3u8
铜陵教育科技,http://120.210.193.151:8006/120000001002/XMTtljy/1.m3u8
义安新闻综合,http://120.210.193.151:8006/120000001002/XMTyaxw/1.m3u8
黄山文旅频道,http://120.210.193.151:8006/120000001002/XMThsgg/1.m3u8
黄山新闻综合,http://120.210.193.151:8006/120000001002/XMThsxw/1.m3u8
歙县综合,http://120.210.193.151:8006/120000001002/XMTshxzh/1.m3u8
休宁新闻综合,http://120.210.193.151:8006/120000001002/XMTxnxw/1.m3u8
祁门综合频道,http://120.210.193.151:8006/120000001002/XMTqmxw/1.m3u8
黟县新闻综合,http://120.210.193.151:8006/120000001002/XMTyixxw/1.m3u8
宿州新闻综合,http://120.210.193.151:8006/120000001002/XMTszxw/1.m3u8
宿州科教生活,http://120.210.193.151:8006/120000001002/XMTszkj/1.m3u8
灵璧新闻综合,http://120.210.193.151:8006/120000001002/XMTlbxw/1.m3u8
灵璧文旅经济,http://120.210.193.151:8006/120000001002/XMTlbwl/1.m3u8
萧县新闻综合,http://120.210.193.151:8006/120000001002/XMTxxxw/1.m3u8
泗县新闻频道,http://120.210.193.151:8006/120000001002/XMTsxxw/1.m3u8
霍邱新闻综合,http://120.210.193.151:8006/120000001002/XMThqxw/1.m3u8
亳州农村频道,http://120.210.193.151:8006/120000001002/XMTbznc/1.m3u8
亳州综合频道,http://120.210.193.151:8006/120000001002/XMTbzxw/1.m3u8
利辛新闻综合,http://120.210.193.151:8006/120000001002/XMTlxzh/1.m3u8
涡阳新闻综合,http://120.210.193.151:8006/120000001002/XMTgyxw/1.m3u8
蒙城新闻,http://120.210.193.151:8006/120000001002/XMTmcxw/1.m3u8
广德新闻综合,http://120.210.193.151:8006/120000001002/XMTgdxw/1.m3u8
广德生活频道,http://120.210.193.151:8006/120000001002/XMTgdsh/1.m3u8
郎溪新闻综合,http://120.210.193.151:8006/120000001002/XMTlxxw/1.m3u8
体育动画,#genre#
金色学堂,http://120.210.193.151:8006/120000001002/XMTjspd/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011524&livemode=1&stbId=m
超级综艺,http://120.210.193.151:8006/120000000058/GITV-AH-2/GITV-AH-2.m3u8
诗词歌赋,http://120.210.193.151:8006/120000000058/GITV-AH-26/GITV-AH-26.m3u8
金鹰卡通,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/jykt/index.m3u8
卡酷少儿,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/kkse8m/index.m3u8
哈哈炫动,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/hhxd8m/index.m3u8
嘉佳卡通,http://120.210.193.151:8006/120000001003/live/program/_ahbyfh-1_/live/jjkt2d5m/index.m3u8
优漫卡通,http://120.210.193.151:8006/120000000058/G_YOUMAN/index.m3u8
动漫秀场,http://120.210.193.151:8006/120000001002/XMTdmxc/1.m3u8
CCTV风云足球,http://120.210.193.151:8006/120000001002/XMTfyzq/1.m3u8
足球频道,http://120.210.193.151:8006/120000001002/XMTzqpd/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011524&livemode=1&stbId=m
睛彩篮球,http://120.210.193.151:8006/000000001001/3000000020000011529/3000000020000011529.m3u8
睛彩竞技,http://120.210.193.151:8006/000000001001/3000000020000011528/3000000020000011528.m3u8
睛彩青少,http://120.210.193.151:8006/000000001001/3000000020000031315/3000000020000031315.m3u8
足球频道,http://120.210.193.151:8006/120000001002/XMTzqpd/index.m3u8
超级体育,http://120.210.193.151:8006/120000000058/GITV-AH-1/GITV-AH-1.m3u8
精彩赛事,http://120.210.193.151:8006/120000000058/GITV-AH-4/GITV-AH-4.m3u8
精品体育,http://120.210.193.151:8006/120000000058/GITV-AH-7/GITV-AH-7.m3u8
睛彩广场舞,http://221.181.100.64/gslbserv.itv.cmvideo.cn/1.m3u8?channel-id=FifastbLive&Contentid=3000000020000011524&livemode=1&stbId=m
睛彩广场舞,http://zjzcf.synology.me:35455/itv/3000000020000011523.m3u8?cdn=FifastbLive
外省地方台,#genre#


北京文艺,http://114.242.62.109:888/hls/18/index.m3u8
北京纪实科教,http://114.242.62.109:888/hls/19/index.m3u8
北京影视,http://114.242.62.109:888/hls/20/index.m3u8
北京少儿科教,http://222.223.41.27:8888/hls/20/index.m3u8
北京财经,http://114.242.62.109:888/hls/21/index.m3u8
北京文旅,http://222.223.41.27:8888/hls/21/index.m3u8
北京体育,http://114.242.62.109:888/hls/22/index.m3u8
北京三农,http://222.223.41.27:8888/hls/22/index.m3u8
北京文娱,http://222.223.41.27:8888/hls/24/index.m3u8
卡酷少儿,http://114.242.62.109:888/hls/26/index.m3u8
山东教育,https://test1.live.sdetv.com.cn/live/dianshizhibo/playlist.m3u8
浙江教科影视,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江教科影视,http://ali-m-l.cztv.com/channels/lantian/channel04/1080p.m3u8
浙江教科影视,http://ali-xwl.cztv.com/live/channel041080Plxw.m3u8
浙江公共新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江公共新闻,http://ali-m-l.cztv.com/channels/lantian/channel07/1080p.m3u8
浙江公共新闻,http://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江国际,http://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江国际,http://ali-xwl.cztv.com/live/channel101080Plxw.m3u8
浙江教科,http://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江教育,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8?
浙江数码时代,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8\r\n
浙江新闻,http://ali-xwl.cztv.com/live/channel071080Plxw.m3u8
浙江民生,http://ali-m-l.cztv.com/channels/lantian/channel06/1080p.m3u8
浙江民生,http://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江民生,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8?
浙江经济,http://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江经济,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8?
浙江遂昌,http://l.cztvcloud.com/channels/lantian/SXsuichang1/720p.m3u8
浙江钱江,http://ali-m-l.cztv.com/channels/lantian/channel02/1080p.m3u8
浙江钱江,http://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
浙江钱江,http://l.cztvcloud.com/channels/lantian/SXyuyao2/720p.m3u8
浙江钱江,http://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8?zzhed
浙江钱江都市,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
浙江钱江都市,http://ali-xwl.cztv.com/live/channel021080Plxw.m3u8
中国蓝新闻,https://ali-m-l.cztv.com/channels/lantian/channel009/1080p.m3u8
中国蓝新闻,http://ali-m-l.cztv.com/channels/lantian/channel009/1080p.m3u8
中国蓝新闻,https://ali-m-l.cztv.com/channels/lantian/channel009/1080p.m3u8?
临颍综合,http://tvpull.dxhmt.cn:9081/tv/11122-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
义马新闻综合,http://tvpull.dxhmt.cn:9081/tv/11281-1.m3u8
义马新闻综合,http://tvpull.dxhmt.cn:9081/tv/11281-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
之江纪录,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
之江纪录,http://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
之江纪录,http://ali-m-l.cztv.com/channels/lantian/channel12/1080p.m3u8
乐至综合,http://175.155.106.72:89/live1/live1.m3u8
乐至综合,http://175.155.106.72:89/live1/live1.m3u8?zsicd
乐至综合,http://175.155.106.72:89/live1/live1.m3u8?zsicd;http://rmlive.lzxrmtzx.com/live1/live1.m3u8?zsicd
云霄综合,http://live.zzyxxw.com:85/live/xwzh.m3u8?fujian
井研综合,http://tvfile.jyrmt.cn/nmip-media/channellive/channel104452/playlist.m3u8
什邡新闻,http://live.sfrmt.com:85/live/zhpd.m3u8?zsicd
任丘综合,https://jwcdnqx.hebyun.com.cn/live/rqtv1/1500k/tzwj_video.m3u8
余杭未来E,http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8
余杭未来E,http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8?zzhed
余杭综合,http://l.cztvcloud.com/channels/lantian/SXyuhang1/720p.m3u8
余杭综合,http://l.cztvcloud.com/channels/lantian/SXyuhang1/720p.m3u8?zzhed
偃师新闻,http://tvpull.dxhmt.cn:9081/tv/10381-1.m3u8
偃师新闻,http://tvpull.dxhmt.cn:9081/tv/10381-1.m3u8?wsSecret=df15530a0abec41b14bca00fc96270d1&wsTime=1654956569
光山综合,http://tvpull.dxhmt.cn:9081/tv/11522-1.m3u8
光山综合,http://tvpull.dxhmt.cn:9081/tv/11522-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
兴隆综合,https://jwcdnqx.hebyun.com.cn/live/xlzh/1500k/tzwj_video.m3u8
